# E. Martioli, LNA -- Dec 14 2015
# List of Th-Ar lines identified manually
# The reference Th-Ar spectrum is LovisPepe_ThArAtlas.dat
# 
# ordernumber wavelength[nm] distance[pix]
#
39  724.469 725.359
39  724.616 748.404
39  725.535 901.269
39  725.701 928.476
39  725.820 947.621
39  727.067 1159.23
39  728.542 1418.17
39  729.813 1649.23
39  730.865 1844.96
39  731.599 1986.75
40  706.005 87.8854  
40  706.066 96.9836
40  706.136 107.598
40  707.235 280.464
40  707.523 325.955
40  708.413 468.493
40  708.666 509.435
40  708.937 551.893
40  710.049 737.131
40  710.915 882.181
40  711.291 945.877
40  713.022 1246.07
40  713.072 1255.53
40  713.141 1268.14
40  714.231 1466.16
40  714.856 1581.39
40  715.359 1675.13
40  715.693 1738.06
40  716.257 1847.37
40  716.720 1937.13
40  716.893 1971.24
41  692.005 62.2127
41  692.501 140.587
41  693.424 288.546
41  694.254 423.383
41  695.144 570.703
41  696.024 719.058
41  698.112 1079.87
41  699.220 1279.21
41  700.079 1437.73
41  701.856 1775.89
41  703.024 2008.40
42  678.772 73.8300
42  678.884 92.1078
42  679.850 248.741
42  680.854 414.938
42  681.831 579.647
42  682.723 733.304
42  683.494 866.692
42  684.649 1072.83
42  686.123 1344.60
42  686.846 1480.34
42  687.958 1696.44
42  688.931 1890.79
42  689.423 1992.21
43  665.870 57.7650  
43  666.067 90.4269
43  666.634 184.376
43  666.881 224.745
43  667.359 304.381
43  668.333 470.260
43  669.275 632.765
43  669.615 692.306
43  671.125 961.559
43  671.738 1074.32
43  672.812 1274.02
43  673.816 1467.31
43  674.292 1559.81
43  675.364 1774.99
43  675.714 1845.94
43  676.659 2042.49
44  653.810 102.089
44  654.515 221.864
44  655.172 334.058
44  656.445 555.414
44  656.964 649.415
44  657.612 763.125
44  658.054 837.416
44  659.607 1134.58
44  659.947 1198.26
44  660.369 1275.58
44  661.431 1486.32
44  661.828 1562.13
44  661.998 1598.20
44  662.093 1618.65
44  663.206 1846.35
44  663.827 1976.13
45  641.360 7.35895
45  642.210 152.076
45  643.156 315.636
45  644.385 532.944
45  645.525 739.430
45  647.122 1037.20
45  648.184 1242.50
45  648.888 1380.74
45  650.350 1678.51
45  651.385 1896.88
45  651.845 1997.35
46  630.090 38.8323
46  630.762 154.076
46  631.576 298.131
46  632.442 454.317
46  632.637 489.193
46  633.757 693.902
46  634.616 854.637
46  634.877 903.161
46  636.483 1218.56
46  637.192 1361.10
46  637.693 1459.67
46  638.477 1621.90
46  638.746 1679.26
47  619.194 64.8097
47  619.822 176.734
47  620.350 270.696
47  620.731 339.785
47  621.593 498.691
47  622.635 693.523
47  623.484 856.573
47  624.049 972.643
47  625.743 1302.89
47  627.153 1597.21
47  627.408 1653.86
48  608.538 70.6053
48  608.812 117.802
48  610.168 368.433
48  610.568 440.041
48  610.749 475.846
48  611.282 576.749
48  611.627 638.539
48  612.450 799.713
48  613.861 1079.64
48  614.543 1217.97
48  615.711 1462.09
48  617.311 1810.37
48  617.844 1929.18
48  618.071 1982.89
48  618.267 2025.20
49  598.630 143.129
49  598.901 193.474
49  600.122 421.226
49  600.705 533.903
49  601.012 533.903
49  602.103 806.007
49  603.046 995.401
49  603.524 1091.30
49  604.444 1284.29
49  604.904 1381.38
49  605.340 1417.88
49  605.935 1606.74
50  588.267 69.8933
50  588.859 179.982
50  589.136 235.027
50  590.897 571.585
50  591.893 771.318
50  592.538 900.280
50  593.002 993.069
50  593.774 1155.06
50  594.463 1304.46
50  596.974 1864.35
50  597.513 1991.73
51  578.961 135.112
51  579.250 185.663
51  579.606 257.414
51  580.080 348.733
51  579.730 282.718
51  581.540 637.365
51  583.237 986.333
51  583.955 1160.49
51  584.593 1276.14
51  585.415 1455.55
51  586.372 1673.51
51  587.118 1848.50
52  570.084 224.568
52  570.710 346.432
52  571.716 547.715
52  571.963 597.008
52  572.538 716.135
52  573.304 874.970
52  573.955 1011.90
52  574.872 1212.81
52  575.309 1306.29
52  576.359 1544.54
52  577.403 1786.90
52  577.744 1870.43
53  560.449 50.3160
53  561.539 322.858
53  563.280 680.029
53  564.771 996.648
53  565.447 1144.82
53  566.313 1336.66
53  568.744 1910.63
54  551.488 66.9609  
54  552.828 334.159
54  553.860 548.540
54  554.289 638.641
54  555.264 846.808
54  556.424 1100.02
54  556.804 1187.02
54  557.628 1373.44
54  559.512 1825.50
54  560.164 1988.62
55  543.110 88.6445
55  543.415 148.747
55  543.809 231.047
55  544.945 466.946
55  546.431 780.518
55  548.254 1189.03
55  550.426 1708.29
55  550.863 1814.73
55  551.000 1850.69
56  534.795 68.9687
56  535.461 204.998
56  536.121 343.294
56  537.680 677.593
56  538.299 814.133
56  540.016 1207.68
56  541.913 1662.29
56  542.346 1771.72
56  542.402 1784.68
56  542.567 1828.15
57  526.674 39.5585
57  527.416 194.736
57  528.111 340.295
57  529.638 673.430
57  531.031 990.058
57  531.750 1156.63
57  532.703 1386.22
57  534.050 1720.85
57  534.354 1800.39
57  534.795 1912.93
58  519.579 176.035
58  521.124 514.261
58  521.909 688.318
58  523.874 1145.22
58  524.769 1359.67
58  526.670 1845.33
59  511.506 60.6420
59  513.474 491.946
59  514.083 627.409
59  514.397 695.919
59  515.428 938.820
59  516.151 1111.65
59  517.529 1451.09
59  518.794 1774.96
59  519.577 1991.39
60  504.470 120.654
60  505.069 250.527
60  506.208 505.445
60  506.793 638.569
60  508.151 958.634
60  509.051 1178.15
60  509.654 1328.27
60  511.510 1809.78
61  497.204 84.5614
61  498.247 316.490
61  498.929 472.168
61  500.362 805.764
61  501.144 994.801
61  501.594 1104.41
61  502.990 1460.25
61  503.672 1639.75
61  504.122 1760.48
61  504.666 1911.40
61  505.079 2025.77
62  490.208 60.0942
62  490.477 122.905
62  491.255 298.490
62  492.162 508.336
62  493.388 798.123
62  494.669 1115.03
62  496.052 1471.91 
62  496.875 1694.61
62  497.216 1788.82
63  484.089 195.978
63  484.516 295.408
63  485.045 418.041
63  486.123 675.460
63  486.590 790.360
63  487.127 924.041
63  487.436 999.167
63  488.127 1173.73
63  488.904 1378.11
63  489.276 1477.55
63  489.496 1537.21
63  490.204 1726.90
63  490.475 1806.13
64  477.528 192.186
64  477.583 203.606
64  477.715 236.439
64  477.974 296.395
64  478.712 471.980
64  479.593 684.681
64  481.306 1114.36
64  482.975 1564.03
64  484.049 1863.81
64  484.396 1963.74
64  484.517 2000.86
65  470.408 14.0773
65  471.249 211.377
65  472.215 442.588
65  472.913 615.225
65  473.968 878.805
65  474.922 1122.35
65  475.811 1364.35
65  476.443 1532.36
65  477.427 1814.44
65  477.833 1933.13
66  464.123 14.4797
66  464.471 74.9954
66  465.198 248.109
66  466.816 645.158
66  467.538 828.022
66  468.335 1034.93
66  468.923 1190.83
66  470.829 1722.15
66  471.283 1855.06
66  471.739 1990.57
66  471.861 2027.65
67  458.844 170.655
67  459.972 447.817
67  460.861 672.826
67  461.951 954.459
67  462.738 1163.08
67  463.728 1438.75
67  464.471 1651.84
67  465.197 1866.41  
67  465.789 2043.74
68  453.054 194.108
68  453.771 370.267
68  454.776 625.196
68  455.226 739.771 
68  456.487 1074.90
68  457.790 1440.11
68  458.842 1746.60
68  459.271 1875.50
68  459.544 1959.99
68  459.612 1981.48
69  447.476 233.517 
69  448.332 449.185
69  449.100 646.099
69  449.942 869.60
69  450.648 1061.81
69  451.370 1260.80
69  451.927 1420.21
69  452.231 1508.77
70  441.449 122.669
70  441.683 182.233
70  442.206 311.289
70  443.227 577.909
70  443.873 748.092
70  445.082 1078.53
70  445.590 1220.35 
70  446.540 1495.48
70  446.951 1618.86
70  447.526 1791.88
70  447.860 1896.46
71  435.763 63.7668
71  436.214 174.834
71  437.251 444.788
71  438.774 852.033
71  439.379 1018.63
71  440.651 1385.77
71  441.689 1695.83
71  442.379 1910.25
71  442.601 1981.21
72  430.923 181.186
72  431.303 281.878
72  432.020 469.079
72  432.894 705.917
72  434.095 1039.19
72  434.910 1274.61
72  436.215 1666.03
72  436.990 1911.38
72  437.074 1941.16
72  437.134 1961.02
73  425.755 187.176
73  425.938 235.749
73  426.629 419.816
73  427.834 748.323
73  429.182 1131.79
73  430.070 1393.83
73  430.722 1593.24
73  431.302 1777.30
74  420.068 26.5859
74  420.888 242.416
74  421.483 401.431
74  422.264 614.456
74  422.739 747.157
74  423.722 1028.22
74  425.119 1445.34
74  425.523 1571.03
74  426.034 1732.61
74  426.751 1967.06
74  426.994 2047.78
75  415.856 220.130
75  416.578 416.199
75  417.050 546.499
75  418.191 866.663
75  419.104 1135.95
75  419.104 1135.95
75  419.497 1253.84
75  420.202 1469.76
75  420.894 1688.17
75  421.093 1756.42
76  410.386 50.8075
76  411.276 288.563
76  411.674 396.501
76  413.103 801.998
76  414.270 1147.69
76  414.818 1315.43
76  415.613 1563.40
76  416.252 1773.44
76  416.418 1830.33
76  416.585 1881.38
77  405.601 29.9209
77  405.925 117.540
77  406.745 342.849
77  407.239 481.254
77  407.957 686.267
77  408.914 967.301
77  409.474 1136.82
77  410.261 1381.29
77  410.932 1596.27
77  411.576 1809.12
77  411.849 1901.44
77  412.267 2045.02
78  401.248 100.595
78  401.387 137.099
78  402.207 366.347
78  403.032 601.436
78  404.442 1020.51
78  404.993 1189.89
78  405.929 1484.84
78  406.744 1757.90
78  407.204 1911.22
78  407.238 1924.36
79  396.744 99.4096
79  396.846 126.031
79  396.904 143.094
79  397.264 245.371
79  397.327 263.030
79  397.449 297.447
79  397.936 436.532
79  398.106 488.036
79  399.334 845.808
79  400.710 1272.72
79  401.811 1633.25
79  401.984 1692.33  
79  402.343 1810.48
79  402.483 1860.47
79  402.702 1937.73
80  392.383 111.670  
80  392.604 175.174
80  393.127 320.529
80  393.432 410.847
80  394.212 639.463
80  394.430 705.790    
80  395.280 964.042
80  395.519 1038.84
80  395.929 1170.08
80  397.219 1589.21
80  397.454 1665.42
80  397.938 1833.35
81  389.366 486.576
81  389.466 515.326
81  389.542 538.750
81  389.850 630.315
81  390.059 694.198
81  390.315 771.561
81  390.752 907.086
81  391.197 1045.03
81  391.482 1135.79
81  391.851 1255.58
81  392.444 1450.40
81  393.128 1681.52
81  393.253 1726.29
81  393.291 1739.60
